Atom, 800
cpython,1024
d3,401
django,2915
firefox-ios,176
homebrew,189
ionic,958
mongo,464
php,423
react,2057
ruby,847
scikit-learn,1709
swift,723
vscode,1160
vue,600
laravel,1572
